native,name,p_value,intersection_size,query_size,term_size,intersections,evidences
GO:0001568,blood vessel development,0.0064719853860891775,12,161,723,"['CFLAR', 'ABCC8', 'ROCK1', 'NOTCH3', 'MYH9', 'FLT1', 'ENG', 'FN1', 'EPHB2', 'PRKCA', 'CXCL10', 'FOXC2']","[['IEA'], ['IEA'], ['IMP'], ['IEA'], ['IDA'], ['IMP', 'ISS', 'IBA', 'IEA'], ['IMP', 'ISS', 'IBA', 'IEA'], ['IEA'], ['ISS', 'IEA'], ['IMP', 'IEA'], ['IDA', 'IEA'], ['ISS', 'IEA']]"
GO:0032869,cellular response to insulin stimulus,0.006514447694164361,7,161,251,"['CFLAR', 'FLT1', 'TNS2', 'IRS4', 'EPHB2', 'KIT', 'FOXC2']","[['IEA'], ['IEA'], ['IDA', 'IBA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IDA']]"
GO:1901701,cellular response to oxygen-containing compound,0.006514447694164361,16,161,1188,"['CFLAR', 'ABCC8', 'ROCK1', 'FLT1', 'SHOC2', 'TNS2', 'ANO1', 'IRS4', 'EPHB2', 'PRKCA', 'KIT', 'CXCL10', 'GPR37', 'P2RY6', 'FOXC2', 'HLA-DRB1']","[['IEA'], ['IEA'], ['IMP'], ['IEA'], ['IEA'], ['IDA', 'IBA'], ['IMP', 'IGI'], ['IBA', 'IEA'], ['IEA'], ['IDA', 'IMP'], ['IEA'], ['IMP', 'IBA'], ['ISS', 'IEA'], ['IDA', 'ISS', 'IBA', 'IEA'], ['IDA'], ['IMP']]"
GO:0010468,regulation of gene expression,0.007304463148644176,44,161,5388,"['ABCC8', 'PPP1R12A', 'SPEN', 'ROCK1', 'NEDD4', 'KDM5A', 'NOTCH3', 'ZNF638', 'MYH9', 'TNRC6B', 'NDFIP2', 'ENG', 'TASOR2', 'FRK', 'NKTR', 'FN1', 'TSHZ3', 'ZNF835', 'HOXD13', 'CCNT1', 'ZNF331', 'RIDA', 'RNF128', 'EPHB2', 'ZNF670-ZNF695', 'TGFBRAP1', 'NCBP1', 'HMG20A', 'MED9', 'MBIP', 'PRKCA', 'KIT', 'TENT5B', 'ZNF148', 'RBPMS2', 'ZNF91', 'RNF187', 'IL13', 'CXCL10', 'FOXC2', 'ZNF678', 'ZNF93', 'HLA-DRB1', 'ZNF772']","[['IEA'], ['IDA'], ['IDA', 'IMP', 'IBA'], ['IMP', 'ISS', 'IEA'], ['IMP'], ['IDA', 'ISS', 'IBA', 'IEA'], ['IMP', 'IEA'], ['IBA'], ['ISS', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IMP'], ['IDA', 'IMP', 'ISS', 'IEA'], ['IEA'], ['IDA'], ['IEA'], ['IDA'], ['IDA', 'IBA', 'IEA'], ['IBA'], ['IMP', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IBA', 'IEA'], ['IDA', 'ISS', 'IBA'], ['IEA'], ['IMP', 'ISS', 'IEA'], ['IEA'], ['IDA'], ['IDA', 'IMP', 'IBA', 'NAS', 'IEA'], ['IBA', 'NAS', 'IEA'], ['NAS', 'IEA'], ['IDA', 'IMP', 'ISS'], ['ISS', 'TAS'], ['IDA', 'ISS', 'IEA'], ['IMP', 'IBA'], ['EXP', 'IDA', 'IBA', 'IEA'], ['ISS', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IMP'], ['IGI', 'ISS', 'IBA', 'IEA'], ['TAS'], ['IDA', 'ISS', 'IBA', 'IEA'], ['IBA', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IMP'], ['IBA', 'IEA']]"
GO:0048514,blood vessel morphogenesis,0.007304463148644176,11,161,629,"['ABCC8', 'ROCK1', 'NOTCH3', 'MYH9', 'FLT1', 'ENG', 'FN1', 'EPHB2', 'PRKCA', 'CXCL10', 'FOXC2']","[['IEA'], ['IMP'], ['IEA'], ['IDA'], ['IMP', 'ISS', 'IBA', 'IEA'], ['IMP', 'ISS', 'IBA', 'IEA'], ['IEA'], ['ISS', 'IEA'], ['IMP', 'IEA'], ['IDA', 'IEA'], ['ISS', 'IEA']]"
GO:1903829,positive regulation of protein localization,0.007304463148644176,9,161,430,"['ABCC8', 'CCDC88A', 'STK11', 'ANO1', 'EPHB2', 'SIRT3', 'PRKCA', 'IL13', 'HLA-DRB1']","[['IEA'], ['IMP'], ['IEA'], ['IMP', 'IGI'], ['ISS', 'IEA'], ['IEA'], ['TAS'], ['IEA'], ['IMP']]"
GO:0006468,protein phosphorylation,0.007329494077841028,14,161,964,"['ROCK1', 'FLT1', 'DMPK', 'FRK', 'CCDC88A', 'FN1', 'AAK1', 'STK11', 'ACVR1C', 'CCNT1', 'EPHB2', 'PRKCA', 'KIT', 'HLA-DRB1']","[['IDA', 'IEA'], ['IDA', 'IEA'], ['IDA', 'IEA'], ['IEA'], ['IDA'], ['IDA'], ['IDA', 'IEA'], ['IDA', 'IMP', 'TAS', 'IEA'], ['IC', 'IEA'], ['TAS'], ['ISS', 'IEA'], ['IDA', 'ISS', 'IEA'], ['IDA', 'IMP', 'IEA'], ['IDA']]"
GO:0010959,regulation of metal ion transport,0.00740050766987544,8,161,342,"['ABCC8', 'NEDD4', 'DMPK', 'IL13', 'CXCL10', 'P2RY6', 'NKAIN3', 'BPIFA1']","[['IEA'], ['IDA'], ['IEA'], ['IEA'], ['IDA'], ['ISS', 'TAS'], ['IBA', 'IEA'], ['IDA']]"
GO:0010605,negative regulation of macromolecule metabolic process,0.007654436379054133,29,161,3014,"['TFPI', 'SPEN', 'ROCK1', 'NEDD4', 'KDM5A', 'NOTCH3', 'TNRC6B', 'NDFIP2', 'ENG', 'TASOR2', 'FRK', 'FN1', 'SLIRP', 'TSHZ3', 'CYREN', 'RIDA', 'RNF128', 'EPHB2', 'NCBP1', 'HMG20A', 'MBIP', 'PRKCA', 'TENT5B', 'ZNF148', 'ZNF91', 'IL13', 'FOXC2', 'ZNF93', 'HLA-DRB1']","[['IEA'], ['IDA', 'IMP', 'IEA'], ['IMP', 'ISS', 'TAS', 'IEA'], ['IMP'], ['IEA'], ['IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IMP'], ['IDA', 'ISS', 'IEA'], ['IEA'], ['IDA'], ['IDA'], ['IEA'], ['IDA'], ['IDA', 'IEA'], ['IDA', 'ISS', 'IBA'], ['IEA'], ['IEA'], ['IDA', 'IMP', 'IBA', 'NAS', 'IEA'], ['IEA'], ['IDA'], ['ISS', 'TAS'], ['IBA'], ['EXP', 'IDA'], ['IDA', 'IEA'], ['IEA'], ['ISS', 'IEA'], ['IDA', 'IEA'], ['IMP']]"
GO:0007169,cell surface receptor protein tyrosine kinase signaling pathway,0.007778277707020721,11,161,637,"['NEDD4', 'FLT1', 'SHOC2', 'TNS2', 'FRK', 'CCDC88A', 'IRS4', 'EPHB2', 'KIT', 'FOXC2', 'LRIT3']","[['ISS'], ['IDA', 'IMP', 'IBA', 'TAS', 'IEA'], ['NAS'], ['IDA', 'IBA'], ['IBA'], ['IDA'], ['IBA', 'IEA'], ['ISS', 'IBA', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IEA'], ['IDA']]"
