"GO.ID","Term","Annotated","Significant","Expected","pvalue"
"GO:2000736","regulation of stem cell differentiation",68,4,7.66,1
"GO:0021885","forebrain cell migration",37,9,4.17,1
"GO:0036196","zymosterol metabolic process",15,3,1.69,1
"GO:0045637","regulation of myeloid cell differentiation",177,10,19.93,1
"GO:0019320","hexose catabolic process",47,7,5.29,1
"GO:0045638","negative regulation of myeloid cell differentiation",74,4,8.33,1
"GO:0045639","positive regulation of myeloid cell differentiation",93,6,10.47,1
"GO:0050779","RNA destabilization",143,11,16.1,1
"GO:0021872","forebrain generation of neurons",47,7,5.29,1
"GO:0048332","mesoderm morphogenesis",39,3,4.39,1
"GO:0030808","regulation of nucleotide biosynthetic process",23,5,2.59,1
"GO:0072001","renal system development",228,22,25.67,1
"GO:0035036","sperm-egg recognition",33,2,3.71,1
"GO:0072006","nephron development",120,12,13.51,1
"GO:0019318","hexose metabolic process",197,25,22.18,1
"GO:0072009","nephron epithelium development",88,7,9.91,1
"GO:0010562","positive regulation of phosphorus metabolic process",296,42,33.32,1
"GO:0010563","negative regulation of phosphorus metabolic process",154,19,17.34,1
"GO:0016125","sterol metabolic process",145,23,16.32,1
"GO:0016126","sterol biosynthetic process",66,15,7.43,1
"GO:0001738","morphogenesis of a polarized epithelium",29,7,3.26,1
"GO:0010569","regulation of double-strand break repair via homologous recombination",81,7,9.12,1
"GO:0045604","regulation of epidermal cell differentiation",40,5,4.5,1
"GO:0008366","axon ensheathment",111,22,12.5,1
"GO:0045606","positive regulation of epidermal cell differentiation",20,2,2.25,1
"GO:0016114","terpenoid biosynthetic process",25,6,2.81,1
"GO:0050746","regulation of lipoprotein metabolic process",16,1,1.8,1
"GO:0010556","regulation of macromolecule biosynthetic process",4783,461,538.44,1
"GO:0010557","positive regulation of macromolecule biosynthetic process",2404,245,270.63,1
"GO:1900368","regulation of post-transcriptional gene silencing by regulatory ncRNA",32,4,3.6,1
"GO:1900369","negative regulation of post-transcriptional gene silencing by regulatory ncRNA",16,2,1.8,1
"GO:0030595","leukocyte chemotaxis",199,26,22.4,1
"GO:0048308","organelle inheritance",16,3,1.8,1
"GO:0010586","miRNA metabolic process",100,12,11.26,1
"GO:0033762","response to glucagon",29,2,3.26,1
"GO:0001704","formation of primary germ layer",86,6,9.68,1
"GO:0009994","oocyte differentiation",42,2,4.73,1
"GO:0001707","mesoderm formation",38,3,4.28,1
"GO:0033750","ribosome localization",13,1,1.46,1
"GO:1901990","regulation of mitotic cell cycle phase transition",319,25,35.91,1
"GO:1901991","negative regulation of mitotic cell cycle phase transition",175,15,19.7,1
"GO:1901992","positive regulation of mitotic cell cycle phase transition",80,6,9.01,1
"GO:1900370","positive regulation of post-transcriptional gene silencing by RNA",11,1,1.24,1
"GO:1900371","regulation of purine nucleotide biosynthetic process",23,5,2.59,1
"GO:0010522","regulation of calcium ion transport into cytosol",17,1,1.91,1
"GO:0150115","cell-substrate junction organization",101,11,11.37,1
"GO:0150116","regulation of cell-substrate junction organization",73,8,8.22,1
"GO:1900376","regulation of secondary metabolite biosynthetic process",18,2,2.03,1
"GO:0098916","anterograde trans-synaptic signaling",699,161,78.69,1
"GO:0150117","positive regulation of cell-substrate junction organization",32,5,3.6,1
"GO:0150118","negative regulation of cell-substrate junction organization",20,2,2.25,1
"GO:1900378","positive regulation of secondary metabolite biosynthetic process",13,1,1.46,1
"GO:1904292","regulation of ERAD pathway",25,4,2.81,1
"GO:0048499","synaptic vesicle membrane organization",34,8,3.83,1
"GO:0050708","regulation of protein secretion",236,38,26.57,1
"GO:0070741","response to interleukin-6",40,2,4.5,1
"GO:0001892","embryonic placenta development",25,2,2.81,1
"GO:0010543","regulation of platelet activation",54,4,6.08,1
"GO:0010544","negative regulation of platelet activation",17,1,1.91,1
"GO:0001895","retina homeostasis",45,5,5.07,1
"GO:0008347","glial cell migration",42,4,4.73,1
"GO:0009952","anterior/posterior pattern specification",96,5,10.81,1
"GO:1901950","dense core granule transport",10,2,1.13,1
"GO:0008334","histone mRNA metabolic process",28,2,3.15,1
"GO:0050891","multicellular organismal-level water homeostasis",38,4,4.28,1
"GO:0050896","response to stimulus",8007,941,901.38,1
"GO:0009987","cellular process",16338,1844,1839.24,1
"GO:0009988","cell-cell recognition",49,5,5.52,1
"GO:0030520","estrogen receptor signaling pathway",49,7,5.52,1
"GO:0097581","lamellipodium organization",77,17,8.67,1
"GO:1901988","negative regulation of cell cycle phase transition",250,22,28.14,1
"GO:1901989","positive regulation of cell cycle phase transition",99,8,11.14,1
"GO:0048483","autonomic nervous system development",33,2,3.71,1
"GO:0097576","vacuole fusion",13,1,1.46,1
"GO:0048486","parasympathetic nervous system development",13,1,1.46,1
"GO:1901976","regulation of cell cycle checkpoint",56,6,6.3,1
"GO:1901978","positive regulation of cell cycle checkpoint",26,4,2.93,1
"GO:0032366","intracellular sterol transport",39,4,4.39,1
"GO:0042982","amyloid precursor protein metabolic process",77,6,8.67,1
"GO:2000816","negative regulation of mitotic sister chromatid separation",58,4,6.53,1
"GO:0032350","regulation of hormone metabolic process",35,2,3.94,1
"GO:0097529","myeloid leukocyte migration",189,28,21.28,1
"GO:0032352","positive regulation of hormone metabolic process",16,1,1.8,1
"GO:0009913","epidermal cell differentiation",150,17,16.89,1
"GO:0050863","regulation of T cell activation",335,22,37.71,1
"GO:0009914","hormone transport",276,43,31.07,1
"GO:0050864","regulation of B cell activation",106,5,11.93,1
"GO:0050865","regulation of cell activation",564,43,63.49,1
"GO:0055090","acylglycerol homeostasis",43,3,4.84,1
"GO:0050868","negative regulation of T cell activation",120,8,13.51,1
"GO:0050869","negative regulation of B cell activation",25,1,2.81,1
"GO:0055092","sterol homeostasis",98,7,11.03,1
"GO:0055094","response to lipoprotein particle",31,3,3.49,1
"GO:0061718","glucose catabolic process to pyruvate",19,6,2.14,1
"GO:0050854","regulation of antigen receptor-mediated signaling pathway",71,10,7.99,1
"GO:0050856","regulation of T cell receptor signaling pathway",54,8,6.08,1
"GO:0050858","negative regulation of antigen receptor-mediated signaling pathway",44,3,4.95,1
"GO:2000831","regulation of steroid hormone secretion",22,3,2.48,1
"GO:0070897","transcription preinitiation complex assembly",71,3,7.99,1
"GO:0032370","positive regulation of lipid transport",76,5,8.56,1
"GO:0032371","regulation of sterol transport",63,2,7.09,1
"GO:0032372","negative regulation of sterol transport",22,1,2.48,1
"GO:0001823","mesonephros development",72,6,8.11,1
"GO:0032373","positive regulation of sterol transport",34,1,3.83,1
"GO:0032374","regulation of cholesterol transport",63,2,7.09,1
"GO:0032375","negative regulation of cholesterol transport",22,1,2.48,1
"GO:0050886","endocrine process",87,13,9.79,1
"GO:0032376","positive regulation of cholesterol transport",34,1,3.83,1
"GO:0097530","granulocyte migration",122,16,13.73,1
"GO:0097531","mast cell migration",12,1,1.35,1
"GO:0036293","response to decreased oxygen levels",276,36,31.07,1
"GO:0036296","response to increased oxygen levels",26,2,2.93,1
"GO:0022900","electron transport chain",120,8,13.51,1
"GO:0001816","cytokine production",762,77,85.78,1
"GO:0050878","regulation of body fluid levels",318,32,35.8,1
"GO:0021575","hindbrain morphogenesis",23,4,2.59,1
"GO:0050820","positive regulation of coagulation",28,2,3.15,1
"GO:0001841","neural tube formation",37,2,4.17,1
"GO:0090592","DNA synthesis involved in DNA replication",27,1,3.04,1
"GO:0070861","regulation of protein exit from endoplasmic reticulum",25,4,2.81,1
"GO:0010660","regulation of muscle cell apoptotic process",69,4,7.77,1
"GO:0032341","aldosterone metabolic process",12,2,1.35,1
"GO:0010661","positive regulation of muscle cell apoptotic process",22,2,2.48,1
"GO:0050812","regulation of acyl-CoA biosynthetic process",10,3,1.13,1
"GO:0010662","regulation of striated muscle cell apoptotic process",37,3,4.17,1
"GO:0010663","positive regulation of striated muscle cell apoptotic process",11,2,1.24,1
"GO:0010664","negative regulation of striated muscle cell apoptotic process",27,1,3.04,1
"GO:0010665","regulation of cardiac muscle cell apoptotic process",34,3,3.83,1
"GO:0001836","release of cytochrome c from mitochondria",52,5,5.85,1
"GO:0050817","coagulation",217,20,24.43,1
"GO:0001838","embryonic epithelial tube formation",51,2,5.74,1
"GO:0036260","RNA capping",18,1,2.03,1
"GO:0050818","regulation of coagulation",70,6,7.88,1
"GO:0055081","monoatomic anion homeostasis",13,1,1.46,1
"GO:0055086","nucleobase-containing small molecule metabolic process",648,99,72.95,1
"GO:0010657","muscle cell apoptotic process",73,5,8.22,1
"GO:0055070","copper ion homeostasis",17,1,1.91,1
"GO:0050848","regulation of calcium-mediated signaling",81,17,9.12,1
"GO:0010658","striated muscle cell apoptotic process",39,3,4.39,1
"GO:0010659","cardiac muscle cell apoptotic process",36,3,4.05,1
"GO:0021543","pallium development",124,29,13.96,1
"GO:0021544","subpallium development",12,1,1.35,1
"GO:0070884","regulation of calcineurin-NFAT signaling cascade",33,7,3.71,1
"GO:0055075","potassium ion homeostasis",30,4,3.38,1
"GO:0070887","cellular response to chemical stimulus",2014,267,226.73,1
"GO:0036257","multivesicular body organization",33,5,3.71,1
"GO:0055021","regulation of cardiac muscle tissue growth",45,6,5.07,1
"GO:0070873","regulation of glycogen metabolic process",31,3,3.49,1
"GO:0033865","nucleoside bisphosphate metabolic process",16,3,1.8,1
"GO:0070875","positive regulation of glycogen metabolic process",17,2,1.91,1
"GO:0055010","ventricular cardiac muscle tissue morphogenesis",37,1,4.17,1
"GO:0097696","cell surface receptor signaling pathway via STAT",152,14,17.11,1
"GO:0032309","icosanoid secretion",38,3,4.28,1
"GO:0007091","metaphase/anaphase transition of mitotic cell cycle",104,5,11.71,1
"GO:0010611","regulation of cardiac muscle hypertrophy",60,9,6.75,1
"GO:0050802","circadian sleep/wake cycle, sleep",20,4,2.25,1
"GO:0007093","mitotic cell cycle checkpoint signaling",140,9,15.76,1
"GO:0007094","mitotic spindle assembly checkpoint signaling",56,4,6.3,1
"GO:0002920","regulation of humoral immune response",38,2,4.28,1
"GO:0002921","negative regulation of humoral immune response",17,2,1.91,1
"GO:0033875","ribonucleoside bisphosphate metabolic process",16,3,1.8,1
"GO:0090520","sphingolipid mediated signaling pathway",18,4,2.03,1
"GO:0010640","regulation of platelet-derived growth factor receptor signaling pathway",23,2,2.59,1
"GO:0010644","cell communication by electrical coupling",32,6,3.6,1
"GO:0010647","positive regulation of cell communication",1675,222,188.56,1
"GO:0010649","regulation of cell communication by electrical coupling",16,2,1.8,1
"GO:0010632","regulation of epithelial cell migration",62,7,6.98,1
"GO:0055002","striated muscle cell development",124,18,13.96,1
"GO:0021695","cerebellar cortex development",31,5,3.49,1
"GO:0021696","cerebellar cortex morphogenesis",20,3,2.25,1
"GO:0055006","cardiac cell development",69,10,7.77,1
"GO:0001562","response to protozoan",16,2,1.8,1
"GO:0010604","positive regulation of macromolecule metabolic process",2988,316,336.37,1
"GO:0007088","regulation of mitotic nuclear division",119,7,13.4,1
"GO:0010608","post-transcriptional regulation of gene expression",666,58,74.97,1
"GO:0030641","regulation of cellular pH",96,17,10.81,1
"GO:2000514","regulation of CD4-positive, alpha-beta T cell activation",67,7,7.54,1
"GO:2000515","negative regulation of CD4-positive, alpha-beta T cell activation",29,2,3.26,1
"GO:0001573","ganglioside metabolic process",25,4,2.81,1
"GO:0019184","nonribosomal peptide biosynthetic process",14,1,1.58,1
"GO:0090504","epiboly",38,5,4.28,1
"GO:0090505","epiboly involved in wound healing",37,5,4.17,1
"GO:0061842","microtubule organizing center localization",23,4,2.59,1
"GO:0001522","pseudouridine synthesis",18,1,2.03,1
"GO:0007017","microtubule-based process",991,121,111.56,1
"GO:0007019","microtubule depolymerization",45,2,5.07,1
"GO:0048145","regulation of fibroblast proliferation",60,10,6.75,1
"GO:0007049","cell cycle",1572,150,176.97,1
"GO:0021675","nerve development",57,14,6.42,1
"GO:1904738","vascular associated smooth muscle cell migration",28,2,3.15,1
"GO:0032410","negative regulation of transporter activity",22,2,2.48,1
"GO:0031099","regeneration",136,18,15.31,1
"GO:0032411","positive regulation of transporter activity",33,4,3.71,1
"GO:0007033","vacuole organization",229,39,25.78,1
"GO:0032413","negative regulation of ion transmembrane transporter activity",21,2,2.36,1
"GO:1903365","regulation of fear response",12,4,1.35,1
"GO:0007039","protein catabolic process in the vacuole",26,5,2.93,1
"GO:0040012","regulation of locomotion",987,130,111.11,1
"GO:0040013","negative regulation of locomotion",310,47,34.9,1
"GO:1903350","response to dopamine",51,14,5.74,1
"GO:0001539","cilium or flagellum-dependent cell motility",231,23,26,1
"GO:0014902","myotube differentiation",125,11,14.07,1
"GO:0014904","myotube cell development",23,4,2.59,1
"GO:0000096","sulfur amino acid metabolic process",33,1,3.71,1
"GO:0008150","biological_process",16780,1889,1889,1
"GO:0008152","metabolic process",10542,1108,1186.76,1
"GO:1904705","regulation of vascular associated smooth muscle cell proliferation",61,5,6.87,1
"GO:0007000","nucleolus organization",13,1,1.46,1
"GO:1900151","regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",25,5,2.81,1
"GO:0072393","microtubule anchoring at microtubule organizing center",14,1,1.58,1
"GO:1903376","regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway",21,3,2.36,1
"GO:0070570","regulation of neuron projection regeneration",19,7,2.14,1
"GO:0007008","outer mitochondrial membrane organization",14,4,1.58,1
"GO:1903320","regulation of protein modification by small protein conjugation or removal",210,30,23.64,1
"GO:0044380","protein localization to cytoskeleton",62,6,6.98,1
"GO:1903321","negative regulation of protein modification by small protein conjugation or removal",80,10,9.01,1
"GO:1903322","positive regulation of protein modification by small protein conjugation or removal",116,17,13.06,1
"GO:0052372","modulation by symbiont of entry into host",25,2,2.81,1
"GO:0033559","unsaturated fatty acid metabolic process",108,10,12.16,1
"GO:1903311","regulation of mRNA metabolic process",355,33,39.96,1
"GO:0032401","establishment of melanosome localization",20,5,2.25,1
"GO:1903312","negative regulation of mRNA metabolic process",115,13,12.95,1
"GO:1903313","positive regulation of mRNA metabolic process",162,13,18.24,1
"GO:0090685","RNA localization to nucleus",19,2,2.14,1
