GO_ID	Term	Ontology	clusterProfiler_BH_FDR	clusterProfiler_raw_pvalue	clusterProfiler_FoldEnrichment	clusterProfiler_DE_gene_count	topGO_raw_pvalue	topGO_Annotated	topGO_DE_gene_count	topGO_Expected_DE_genes	gProfiler_Up_FDR	gProfiler_Up_intersection_size	gProfiler_Down_FDR	gProfiler_Down_intersection_size	Methods significantly enriched	Methods included	Significant method(s)	clusterProfiler_included	topGO_included	gProfiler_included	clusterProfiler_significant	topGO_significant	gProfiler_significant
GO:0071025	RNA surveillance	GO:BP					1.0	39.0	3.0	4.39					0	1		False	True	False	False	False	False
GO:0071027	nuclear RNA surveillance	GO:BP					1.0	34.0	3.0	3.83					0	1		False	True	False	False	False	False
GO:0071103	DNA conformation change	GO:BP					1.0	18.0	0.0	2.03					0	1		False	True	False	False	False	False
GO:0071107	response to parathyroid hormone	GO:BP					1.0	11.0	0.0	1.24					0	1		False	True	False	False	False	False
GO:0071166	ribonucleoprotein complex localization	GO:BP					1.0	11.0	0.0	1.24					0	1		False	True	False	False	False	False
GO:0071173	spindle assembly checkpoint signaling	GO:BP					1.0	56.0	4.0	6.3					0	1		False	True	False	False	False	False
GO:0071174	mitotic spindle checkpoint signaling	GO:BP					1.0	56.0	4.0	6.3					0	1		False	True	False	False	False	False
GO:0071219	cellular response to molecule of bacterial origin	GO:BP					1.0	195.0	14.0	21.95					0	1		False	True	False	False	False	False
GO:0071225	cellular response to muramyl dipeptide	GO:BP					1.0	10.0	0.0	1.13					0	1		False	True	False	False	False	False
GO:0071229	cellular response to acid chemical	GO:BP					1.0	69.0	10.0	7.77					0	1		False	True	False	False	False	False
GO:0071265	L-methionine biosynthetic process	GO:BP					1.0	11.0	0.0	1.24					0	1		False	True	False	False	False	False
GO:0071295	cellular response to vitamin	GO:BP					1.0	26.0	3.0	2.93					0	1		False	True	False	False	False	False
GO:0071322	cellular response to carbohydrate stimulus	GO:BP					1.0	135.0	25.0	15.2					0	1		False	True	False	False	False	False
GO:0071326	cellular response to monosaccharide stimulus	GO:BP					1.0	128.0	24.0	14.41					0	1		False	True	False	False	False	False
GO:0071350	cellular response to interleukin-15	GO:BP					1.0	10.0	1.0	1.13					0	1		False	True	False	False	False	False
GO:0071351	cellular response to interleukin-18	GO:BP					1.0	10.0	0.0	1.13					0	1		False	True	False	False	False	False
GO:0071353	cellular response to interleukin-4	GO:BP					1.0	26.0	1.0	2.93					0	1		False	True	False	False	False	False
GO:0071354	cellular response to interleukin-6	GO:BP					1.0	36.0	2.0	4.05					0	1		False	True	False	False	False	False
GO:0071359	cellular response to dsRNA	GO:BP					1.0	16.0	1.0	1.8					0	1		False	True	False	False	False	False
GO:0071371	cellular response to gonadotropin stimulus	GO:BP					1.0	17.0	0.0	1.91					0	1		False	True	False	False	False	False
GO:0071372	cellular response to follicle-stimulating hormone stimulus	GO:BP					1.0	10.0	0.0	1.13					0	1		False	True	False	False	False	False
GO:0071378	cellular response to growth hormone stimulus	GO:BP					1.0	26.0	4.0	2.93					0	1		False	True	False	False	False	False
GO:0071384	cellular response to corticosteroid stimulus	GO:BP					1.0	54.0	7.0	6.08					0	1		False	True	False	False	False	False
GO:0071402	cellular response to lipoprotein particle stimulus	GO:BP					1.0	38.0	3.0	4.28					0	1		False	True	False	False	False	False
GO:0071450	cellular response to oxygen radical	GO:BP					1.0	19.0	1.0	2.14					0	1		False	True	False	False	False	False
GO:0071451	cellular response to superoxide	GO:BP					1.0	19.0	1.0	2.14					0	1		False	True	False	False	False	False
GO:0071459	protein localization to chromosome, centromeric region	GO:BP					1.0	31.0	0.0	3.49					0	1		False	True	False	False	False	False
GO:0071467	cellular response to pH	GO:BP					1.0	29.0	3.0	3.26					0	1		False	True	False	False	False	False
GO:0071478	cellular response to radiation	GO:BP					1.0	152.0	13.0	17.11					0	1		False	True	False	False	False	False
GO:0071495	cellular response to endogenous stimulus	GO:BP					1.0	1135.0	153.0	127.77					0	1		False	True	False	False	False	False
GO:0071496	cellular response to external stimulus	GO:BP					1.0	75.0	8.0	8.44					0	1		False	True	False	False	False	False
GO:0071498	cellular response to fluid shear stress	GO:BP					1.0	43.0	5.0	4.84					0	1		False	True	False	False	False	False
GO:0071501	cellular response to sterol depletion	GO:BP					1.0	14.0	1.0	1.58					0	1		False	True	False	False	False	False
GO:0071514	genomic imprinting	GO:BP					1.0	11.0	0.0	1.24					0	1		False	True	False	False	False	False
GO:0071548	response to dexamethasone	GO:BP					1.0	31.0	3.0	3.49					0	1		False	True	False	False	False	False
GO:0071604	transforming growth factor beta production	GO:BP					1.0	38.0	5.0	4.28					0	1		False	True	False	False	False	False
GO:0071605	monocyte chemotactic protein-1 production	GO:BP					1.0	17.0	0.0	1.91					0	1		False	True	False	False	False	False
GO:0071609	chemokine (C-C motif) ligand 5 production	GO:BP					1.0	11.0	1.0	1.24					0	1		False	True	False	False	False	False
GO:0071622	regulation of granulocyte chemotaxis	GO:BP					1.0	50.0	8.0	5.63					0	1		False	True	False	False	False	False
GO:0071624	positive regulation of granulocyte chemotaxis	GO:BP					1.0	26.0	3.0	2.93					0	1		False	True	False	False	False	False
GO:0071634	regulation of transforming growth factor beta production	GO:BP					1.0	32.0	5.0	3.6					0	1		False	True	False	False	False	False
GO:0071637	regulation of monocyte chemotactic protein-1 production	GO:BP					1.0	17.0	0.0	1.91					0	1		False	True	False	False	False	False
GO:0071639	positive regulation of monocyte chemotactic protein-1 production	GO:BP					1.0	11.0	0.0	1.24					0	1		False	True	False	False	False	False
GO:0071674	mononuclear cell migration	GO:BP					1.0	196.0	29.0	22.06					0	1		False	True	False	False	False	False
GO:0071675	regulation of mononuclear cell migration	GO:BP					1.0	131.0	23.0	14.75					0	1		False	True	False	False	False	False
GO:0071692	protein localization to extracellular region	GO:BP					1.0	313.0	47.0	35.24					0	1		False	True	False	False	False	False
GO:0071706	tumor necrosis factor superfamily cytokine production	GO:BP					1.0	172.0	13.0	19.36					0	1		False	True	False	False	False	False
GO:0071731	response to nitric oxide	GO:BP					1.0	21.0	4.0	2.36					0	1		False	True	False	False	False	False
GO:0071763	nuclear membrane organization	GO:BP					1.0	46.0	2.0	5.18					0	1		False	True	False	False	False	False
GO:0071772	response to BMP	GO:BP					1.0	149.0	18.0	16.77					0	1		False	True	False	False	False	False
GO:0071800	podosome assembly	GO:BP					1.0	11.0	0.0	1.24					0	1		False	True	False	False	False	False
GO:0071806	protein transmembrane transport	GO:BP					1.0	73.0	10.0	8.22					0	1		False	True	False	False	False	False
GO:0071824	protein-DNA complex organization	GO:BP					1.0	187.0	18.0	21.05					0	1		False	True	False	False	False	False
GO:0071825	protein-lipid complex organization	GO:BP					1.0	52.0	6.0	5.85					0	1		False	True	False	False	False	False
GO:0071827	plasma lipoprotein particle organization	GO:BP					1.0	50.0	6.0	5.63					0	1		False	True	False	False	False	False
GO:0071840	cellular component organization or biogenesis	GO:BP					1.0	6502.0	792.0	731.96					0	1		False	True	False	False	False	False
GO:0071867	response to monoamine	GO:BP					1.0	58.0	15.0	6.53					0	1		False	True	False	False	False	False
GO:0071868	cellular response to monoamine stimulus	GO:BP					1.0	57.0	15.0	6.42					0	1		False	True	False	False	False	False
GO:0071869	response to catecholamine	GO:BP					1.0	56.0	15.0	6.3					0	1		False	True	False	False	False	False
GO:0071887	leukocyte apoptotic process	GO:BP					1.0	81.0	9.0	9.12					0	1		False	True	False	False	False	False
GO:0071900	regulation of protein serine/threonine kinase activity	GO:BP					1.0	105.0	12.0	11.82					0	1		False	True	False	False	False	False
GO:0071901	negative regulation of protein serine/threonine kinase activity	GO:BP					1.0	29.0	1.0	3.26					0	1		False	True	False	False	False	False
GO:0071941	nitrogen cycle metabolic process	GO:BP					1.0	13.0	2.0	1.46					0	1		False	True	False	False	False	False
GO:0072001	renal system development	GO:BP					1.0	228.0	22.0	25.67					0	1		False	True	False	False	False	False
GO:0072006	nephron development	GO:BP					1.0	120.0	12.0	13.51					0	1		False	True	False	False	False	False
GO:0072009	nephron epithelium development	GO:BP					1.0	88.0	7.0	9.91					0	1		False	True	False	False	False	False
GO:0072010	glomerular epithelium development	GO:BP					1.0	20.0	2.0	2.25					0	1		False	True	False	False	False	False
GO:0072017	distal tubule development	GO:BP					1.0	13.0	0.0	1.46					0	1		False	True	False	False	False	False
GO:0072028	nephron morphogenesis	GO:BP					1.0	51.0	3.0	5.74					0	1		False	True	False	False	False	False
GO:0072074	kidney mesenchyme development	GO:BP					1.0	16.0	1.0	1.8					0	1		False	True	False	False	False	False
GO:0072077	renal vesicle morphogenesis	GO:BP					1.0	13.0	1.0	1.46					0	1		False	True	False	False	False	False
GO:0072078	nephron tubule morphogenesis	GO:BP					1.0	49.0	3.0	5.52					0	1		False	True	False	False	False	False
GO:0072079	nephron tubule formation	GO:BP					1.0	15.0	0.0	1.69					0	1		False	True	False	False	False	False
GO:0072087	renal vesicle development	GO:BP					1.0	14.0	1.0	1.58					0	1		False	True	False	False	False	False
GO:0072088	nephron epithelium morphogenesis	GO:BP					1.0	51.0	3.0	5.74					0	1		False	True	False	False	False	False
GO:0072109	glomerular mesangium development	GO:BP					1.0	14.0	3.0	1.58					0	1		False	True	False	False	False	False
GO:0072132	mesenchyme morphogenesis	GO:BP					1.0	42.0	2.0	4.73					0	1		False	True	False	False	False	False
GO:0072160	nephron tubule epithelial cell differentiation	GO:BP					1.0	12.0	0.0	1.35					0	1		False	True	False	False	False	False
GO:0072163	mesonephric epithelium development	GO:BP					1.0	66.0	6.0	7.43					0	1		False	True	False	False	False	False
GO:0072164	mesonephric tubule development	GO:BP					1.0	66.0	6.0	7.43					0	1		False	True	False	False	False	False
GO:0072170	metanephric tubule development	GO:BP					1.0	21.0	2.0	2.36					0	1		False	True	False	False	False	False
GO:0072171	mesonephric tubule morphogenesis	GO:BP					1.0	42.0	3.0	4.73					0	1		False	True	False	False	False	False
GO:0072182	regulation of nephron tubule epithelial cell differentiation	GO:BP					1.0	10.0	0.0	1.13					0	1		False	True	False	False	False	False
GO:0072207	metanephric epithelium development	GO:BP					1.0	22.0	2.0	2.48					0	1		False	True	False	False	False	False
GO:0072210	metanephric nephron development	GO:BP					1.0	33.0	3.0	3.71					0	1		False	True	False	False	False	False
GO:0072243	metanephric nephron epithelium development	GO:BP					1.0	21.0	2.0	2.36					0	1		False	True	False	False	False	False
GO:0072273	metanephric nephron morphogenesis	GO:BP					1.0	20.0	1.0	2.25					0	1		False	True	False	False	False	False
GO:0072311	glomerular epithelial cell differentiation	GO:BP					1.0	17.0	2.0	1.91					0	1		False	True	False	False	False	False
GO:0072331	signal transduction by p53 class mediator	GO:BP					1.0	166.0	14.0	18.69					0	1		False	True	False	False	False	False
GO:0072332	intrinsic apoptotic signaling pathway by p53 class mediator	GO:BP					1.0	67.0	5.0	7.54					0	1		False	True	False	False	False	False
GO:0072376	protein activation cascade	GO:BP					1.0	28.0	1.0	3.15					0	1		False	True	False	False	False	False
GO:0072393	microtubule anchoring at microtubule organizing center	GO:BP					1.0	14.0	1.0	1.58					0	1		False	True	False	False	False	False
GO:0072488	ammonium transmembrane transport	GO:BP					1.0	11.0	0.0	1.24					0	1		False	True	False	False	False	False
GO:0072497	mesenchymal stem cell differentiation	GO:BP					1.0	13.0	1.0	1.46					0	1		False	True	False	False	False	False
GO:0072521	purine-containing compound metabolic process	GO:BP					1.0	551.0	94.0	62.03					0	1		False	True	False	False	False	False
GO:0072522	purine-containing compound biosynthetic process	GO:BP					1.0	259.0	43.0	29.16					0	1		False	True	False	False	False	False
GO:0072524	pyridine-containing compound metabolic process	GO:BP					1.0	164.0	31.0	18.46					0	1		False	True	False	False	False	False
GO:0072525	pyridine-containing compound biosynthetic process	GO:BP					1.0	25.0	5.0	2.81					0	1		False	True	False	False	False	False
GO:0072526	pyridine-containing compound catabolic process	GO:BP					1.0	91.0	17.0	10.24					0	1		False	True	False	False	False	False
GO:0072527	pyrimidine-containing compound metabolic process	GO:BP					1.0	68.0	7.0	7.66					0	1		False	True	False	False	False	False
GO:0072539	T-helper 17 cell differentiation	GO:BP					1.0	52.0	4.0	5.85					0	1		False	True	False	False	False	False
GO:0072567	chemokine (C-X-C motif) ligand 2 production	GO:BP					1.0	16.0	0.0	1.8					0	1		False	True	False	False	False	False
GO:0072574	hepatocyte proliferation	GO:BP					1.0	15.0	2.0	1.69					0	1		False	True	False	False	False	False
GO:0072577	endothelial cell apoptotic process	GO:BP					1.0	57.0	1.0	6.42					0	1		False	True	False	False	False	False
GO:0072578	neurotransmitter-gated ion channel clustering	GO:BP					1.0	14.0	0.0	1.58					0	1		False	True	False	False	False	False
GO:0072599	establishment of protein localization to endoplasmic reticulum	GO:BP					1.0	49.0	8.0	5.52					0	1		False	True	False	False	False	False
GO:0072662	protein localization to peroxisome	GO:BP					1.0	19.0	1.0	2.14					0	1		False	True	False	False	False	False
GO:0072663	establishment of protein localization to peroxisome	GO:BP					1.0	21.0	1.0	2.36					0	1		False	True	False	False	False	False
GO:0072665	protein localization to vacuole	GO:BP					1.0	74.0	9.0	8.33					0	1		False	True	False	False	False	False
GO:0072666	establishment of protein localization to vacuole	GO:BP					1.0	52.0	6.0	5.85					0	1		False	True	False	False	False	False
GO:0072672	neutrophil extravasation	GO:BP					1.0	12.0	0.0	1.35					0	1		False	True	False	False	False	False
GO:0072698	protein localization to microtubule cytoskeleton	GO:BP					1.0	55.0	6.0	6.19					0	1		False	True	False	False	False	False
GO:0075294	positive regulation by symbiont of entry into host	GO:BP					1.0	12.0	1.0	1.35					0	1		False	True	False	False	False	False
GO:0075522	IRES-dependent viral translational initiation	GO:BP					1.0	11.0	0.0	1.24					0	1		False	True	False	False	False	False
GO:0080134	regulation of response to stress	GO:BP					1.0	1359.0	153.0	152.99					0	1		False	True	False	False	False	False
GO:0080164	regulation of nitric oxide metabolic process	GO:BP					1.0	57.0	5.0	6.42					0	1		False	True	False	False	False	False
GO:0080171	lytic vacuole organization	GO:BP					1.0	110.0	21.0	12.38					0	1		False	True	False	False	False	False
GO:0086003	cardiac muscle cell contraction	GO:BP					1.0	85.0	11.0	9.57					0	1		False	True	False	False	False	False
GO:0086011	membrane repolarization during action potential	GO:BP					1.0	32.0	5.0	3.6					0	1		False	True	False	False	False	False
GO:0086018	SA node cell to atrial cardiac muscle cell signaling	GO:BP					1.0	11.0	1.0	1.24					0	1		False	True	False	False	False	False
GO:0086026	atrial cardiac muscle cell to AV node cell signaling	GO:BP					1.0	18.0	2.0	2.03					0	1		False	True	False	False	False	False
GO:0086027	AV node cell to bundle of His cell signaling	GO:BP					1.0	10.0	1.0	1.13					0	1		False	True	False	False	False	False
GO:0086065	cell communication involved in cardiac conduction	GO:BP					1.0	57.0	10.0	6.42					0	1		False	True	False	False	False	False
GO:0086066	atrial cardiac muscle cell to AV node cell communication	GO:BP					1.0	18.0	2.0	2.03					0	1		False	True	False	False	False	False
GO:0086067	AV node cell to bundle of His cell communication	GO:BP					1.0	12.0	1.0	1.35					0	1		False	True	False	False	False	False
GO:0086070	SA node cell to atrial cardiac muscle cell communication	GO:BP					1.0	13.0	1.0	1.46					0	1		False	True	False	False	False	False
GO:0090042	tubulin deacetylation	GO:BP					1.0	17.0	4.0	1.91					0	1		False	True	False	False	False	False
GO:0090049	regulation of cell migration involved in sprouting angiogenesis	GO:BP					1.0	45.0	2.0	5.07					0	1		False	True	False	False	False	False
GO:0090051	negative regulation of cell migration involved in sprouting angiogenesis	GO:BP					1.0	21.0	0.0	2.36					0	1		False	True	False	False	False	False
GO:0090066	regulation of anatomical structure size	GO:BP					1.0	415.0	56.0	46.72					0	1		False	True	False	False	False	False
GO:0090069	regulation of ribosome biogenesis	GO:BP					1.0	11.0	0.0	1.24					0	1		False	True	False	False	False	False
GO:0090075	relaxation of muscle	GO:BP					1.0	34.0	6.0	3.83					0	1		False	True	False	False	False	False
GO:0090077	foam cell differentiation	GO:BP					1.0	39.0	4.0	4.39					0	1		False	True	False	False	False	False
GO:0090084	negative regulation of inclusion body assembly	GO:BP					1.0	10.0	0.0	1.13					0	1		False	True	False	False	False	False
GO:0090085	regulation of protein deubiquitination	GO:BP					1.0	12.0	0.0	1.35					0	1		False	True	False	False	False	False
GO:0090087	regulation of peptide transport	GO:BP					1.0	183.0	31.0	20.6					0	1		False	True	False	False	False	False
GO:0090092	regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	GO:BP					1.0	249.0	34.0	28.03					0	1		False	True	False	False	False	False
GO:0090100	positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	GO:BP					1.0	94.0	9.0	10.58					0	1		False	True	False	False	False	False
GO:0090109	regulation of cell-substrate junction assembly	GO:BP					1.0	65.0	8.0	7.32					0	1		False	True	False	False	False	False
GO:0090114	COPII-coated vesicle budding	GO:BP					1.0	43.0	5.0	4.84					0	1		False	True	False	False	False	False
GO:0090130	tissue migration	GO:BP					1.0	87.0	10.0	9.79					0	1		False	True	False	False	False	False
GO:0090132	epithelium migration	GO:BP					1.0	83.0	10.0	9.34					0	1		False	True	False	False	False	False
GO:0090140	regulation of mitochondrial fission	GO:BP					1.0	30.0	5.0	3.38					0	1		False	True	False	False	False	False
GO:0090153	regulation of sphingolipid biosynthetic process	GO:BP					1.0	15.0	0.0	1.69					0	1		False	True	False	False	False	False
GO:0090181	regulation of cholesterol metabolic process	GO:BP					1.0	47.0	5.0	5.29					0	1		False	True	False	False	False	False
GO:0090189	regulation of branching involved in ureteric bud morphogenesis	GO:BP					1.0	19.0	2.0	2.14					0	1		False	True	False	False	False	False
GO:0090199	regulation of release of cytochrome c from mitochondria	GO:BP					1.0	40.0	5.0	4.5					0	1		False	True	False	False	False	False
GO:0090205	positive regulation of cholesterol metabolic process	GO:BP					1.0	22.0	3.0	2.48					0	1		False	True	False	False	False	False
GO:0090207	regulation of triglyceride metabolic process	GO:BP					1.0	37.0	2.0	4.17					0	1		False	True	False	False	False	False
GO:0090224	regulation of spindle organization	GO:BP					1.0	47.0	6.0	5.29					0	1		False	True	False	False	False	False
GO:0090231	regulation of spindle checkpoint	GO:BP					1.0	33.0	4.0	3.71					0	1		False	True	False	False	False	False
GO:0090232	positive regulation of spindle checkpoint	GO:BP					1.0	21.0	4.0	2.36					0	1		False	True	False	False	False	False
GO:0090257	regulation of muscle system process	GO:BP					1.0	230.0	30.0	25.89					0	1		False	True	False	False	False	False
GO:0090266	regulation of mitotic cell cycle spindle assembly checkpoint	GO:BP					1.0	32.0	4.0	3.6					0	1		False	True	False	False	False	False
GO:0090279	regulation of calcium ion import	GO:BP					1.0	40.0	7.0	4.5					0	1		False	True	False	False	False	False
GO:0090304	nucleic acid metabolic process	GO:BP					1.0	4933.0	437.0	555.33					0	1		False	True	False	False	False	False
GO:0090306	meiotic spindle assembly	GO:BP					1.0	10.0	0.0	1.13					0	1		False	True	False	False	False	False
GO:0090311	regulation of protein deacetylation	GO:BP					1.0	17.0	4.0	1.91					0	1		False	True	False	False	False	False
GO:0090322	regulation of superoxide metabolic process	GO:BP					1.0	30.0	6.0	3.38					0	1		False	True	False	False	False	False
GO:0090329	regulation of DNA-templated DNA replication	GO:BP					1.0	46.0	6.0	5.18					0	1		False	True	False	False	False	False
GO:0090335	regulation of brown fat cell differentiation	GO:BP					1.0	24.0	3.0	2.7					0	1		False	True	False	False	False	False
GO:0090493	catecholamine uptake	GO:BP					1.0	17.0	2.0	1.91					0	1		False	True	False	False	False	False
GO:0090494	dopamine uptake	GO:BP					1.0	16.0	2.0	1.8					0	1		False	True	False	False	False	False
GO:0090497	mesenchymal cell migration	GO:BP					1.0	43.0	6.0	4.84					0	1		False	True	False	False	False	False
GO:0090504	epiboly	GO:BP					1.0	38.0	5.0	4.28					0	1		False	True	False	False	False	False
GO:0090505	epiboly involved in wound healing	GO:BP					1.0	37.0	5.0	4.17					0	1		False	True	False	False	False	False
GO:0090520	sphingolipid mediated signaling pathway	GO:BP					1.0	18.0	4.0	2.03					0	1		False	True	False	False	False	False
GO:0090592	DNA synthesis involved in DNA replication	GO:BP					1.0	27.0	1.0	3.04					0	1		False	True	False	False	False	False
GO:0090646	mitochondrial tRNA processing	GO:BP					1.0	18.0	0.0	2.03					0	1		False	True	False	False	False	False
GO:0090657	telomeric loop disassembly	GO:BP					1.0	11.0	0.0	1.24					0	1		False	True	False	False	False	False
GO:0090670	RNA localization to Cajal body	GO:BP					1.0	19.0	2.0	2.14					0	1		False	True	False	False	False	False
GO:0090671	telomerase RNA localization to Cajal body	GO:BP					1.0	19.0	2.0	2.14					0	1		False	True	False	False	False	False
GO:0090672	telomerase RNA localization	GO:BP					1.0	19.0	2.0	2.14					0	1		False	True	False	False	False	False
GO:0090685	RNA localization to nucleus	GO:BP					1.0	19.0	2.0	2.14					0	1		False	True	False	False	False	False
GO:0090715	immunological memory formation process	GO:BP					1.0	11.0	0.0	1.24					0	1		False	True	False	False	False	False
GO:0090737	telomere maintenance via telomere trimming	GO:BP					1.0	15.0	1.0	1.69					0	1		False	True	False	False	False	False
GO:0097011	cellular response to granulocyte macrophage colony-stimulating factor stimulus	GO:BP					1.0	10.0	0.0	1.13					0	1		False	True	False	False	False	False
GO:0097012	response to granulocyte macrophage colony-stimulating factor	GO:BP					1.0	10.0	0.0	1.13					0	1		False	True	False	False	False	False
GO:0097048	dendritic cell apoptotic process	GO:BP					1.0	10.0	1.0	1.13					0	1		False	True	False	False	False	False
GO:0097061	dendritic spine organization	GO:BP					1.0	81.0	12.0	9.12					0	1		False	True	False	False	False	False
GO:0097067	cellular response to thyroid hormone stimulus	GO:BP					1.0	11.0	0.0	1.24					0	1		False	True	False	False	False	False
GO:0097090	presynaptic membrane organization	GO:BP					1.0	11.0	0.0	1.24					0	1		False	True	False	False	False	False
GO:0097186	amelogenesis	GO:BP					1.0	15.0	0.0	1.69					0	1		False	True	False	False	False	False
GO:0097205	renal filtration	GO:BP					1.0	23.0	5.0	2.59					0	1		False	True	False	False	False	False
GO:0097254	renal tubular secretion	GO:BP					1.0	15.0	0.0	1.69					0	1		False	True	False	False	False	False
GO:0097278	complement-dependent cytotoxicity	GO:BP					1.0	10.0	0.0	1.13					0	1		False	True	False	False	False	False
GO:0097300	programmed necrotic cell death	GO:BP					1.0	49.0	6.0	5.52					0	1		False	True	False	False	False	False
GO:0097345	mitochondrial outer membrane permeabilization	GO:BP					1.0	25.0	2.0	2.81					0	1		False	True	False	False	False	False
GO:0097354	prenylation	GO:BP					1.0	11.0	2.0	1.24					0	1		False	True	False	False	False	False
GO:0097396	response to interleukin-17	GO:BP					1.0	22.0	4.0	2.48					0	1		False	True	False	False	False	False
GO:0097468	programmed cell death in response to reactive oxygen species	GO:BP					1.0	17.0	2.0	1.91					0	1		False	True	False	False	False	False
GO:0097479	synaptic vesicle localization	GO:BP					1.0	61.0	14.0	6.87					0	1		False	True	False	False	False	False
GO:0097501	stress response to metal ion	GO:BP					1.0	17.0	0.0	1.91					0	1		False	True	False	False	False	False
GO:0097529	myeloid leukocyte migration	GO:BP					1.0	189.0	28.0	21.28					0	1		False	True	False	False	False	False
GO:0097530	granulocyte migration	GO:BP					1.0	122.0	16.0	13.73					0	1		False	True	False	False	False	False
GO:0097531	mast cell migration	GO:BP					1.0	12.0	1.0	1.35					0	1		False	True	False	False	False	False
GO:0097576	vacuole fusion	GO:BP					1.0	13.0	1.0	1.46					0	1		False	True	False	False	False	False
GO:0097581	lamellipodium organization	GO:BP					1.0	77.0	17.0	8.67					0	1		False	True	False	False	False	False
GO:0097646	calcitonin family receptor signaling pathway	GO:BP					1.0	12.0	0.0	1.35					0	1		False	True	False	False	False	False
GO:0097696	cell surface receptor signaling pathway via STAT	GO:BP					1.0	152.0	14.0	17.11					0	1		False	True	False	False	False	False
GO:0097722	sperm motility	GO:BP					1.0	211.0	20.0	23.75					0	1		False	True	False	False	False	False
GO:0097734	extracellular exosome biogenesis	GO:BP					1.0	21.0	5.0	2.36					0	1		False	True	False	False	False	False
GO:0098534	centriole assembly	GO:BP					1.0	50.0	5.0	5.63					0	1		False	True	False	False	False	False
GO:0098542	defense response to other organism	GO:BP					1.0	1061.0	109.0	119.44					0	1		False	True	False	False	False	False
GO:0098543	detection of other organism	GO:BP					1.0	19.0	0.0	2.14					0	1		False	True	False	False	False	False
GO:0098581	detection of external biotic stimulus	GO:BP					1.0	26.0	0.0	2.93					0	1		False	True	False	False	False	False
GO:0098659	inorganic cation import across plasma membrane	GO:BP					1.0	134.0	20.0	15.08					0	1		False	True	False	False	False	False
GO:0098698	postsynaptic specialization assembly	GO:BP					1.0	36.0	6.0	4.05					0	1		False	True	False	False	False	False
GO:0098704	carbohydrate import across plasma membrane	GO:BP					1.0	63.0	6.0	7.09					0	1		False	True	False	False	False	False
GO:0098727	maintenance of cell number	GO:BP					1.0	122.0	12.0	13.73					0	1		False	True	False	False	False	False
GO:0098732	macromolecule deacylation	GO:BP					1.0	45.0	6.0	5.07					0	1		False	True	False	False	False	False
GO:0098751	bone cell development	GO:BP					1.0	11.0	3.0	1.24					0	1		False	True	False	False	False	False
GO:0098773	skin epidermis development	GO:BP					1.0	71.0	3.0	7.99					0	1		False	True	False	False	False	False
GO:0098810	neurotransmitter reuptake	GO:BP					1.0	31.0	2.0	3.49					0	1		False	True	False	False	False	False
GO:0098813	nuclear chromosome segregation	GO:BP					1.0	312.0	25.0	35.12					0	1		False	True	False	False	False	False
GO:0098876	vesicle-mediated transport to the plasma membrane	GO:BP					1.0	171.0	33.0	19.25					0	1		False	True	False	False	False	False
GO:0098877	neurotransmitter receptor transport to plasma membrane	GO:BP					1.0	14.0	3.0	1.58					0	1		False	True	False	False	False	False
GO:0098953	receptor diffusion trapping	GO:BP					1.0	11.0	0.0	1.24					0	1		False	True	False	False	False	False
GO:0098970	postsynaptic neurotransmitter receptor diffusion trapping	GO:BP					1.0	11.0	0.0	1.24					0	1		False	True	False	False	False	False
GO:0099084	postsynaptic specialization organization	GO:BP					1.0	57.0	9.0	6.42					0	1		False	True	False	False	False	False
GO:0099111	microtubule-based transport	GO:BP					1.0	213.0	39.0	23.98					0	1		False	True	False	False	False	False
GO:0099116	tRNA 5'-end processing	GO:BP					1.0	16.0	1.0	1.8					0	1		False	True	False	False	False	False
GO:0099118	microtubule-based protein transport	GO:BP					1.0	23.0	6.0	2.59					0	1		False	True	False	False	False	False
GO:0099173	postsynapse organization	GO:BP					1.0	234.0	36.0	26.34					0	1		False	True	False	False	False	False
GO:0099500	vesicle fusion to plasma membrane	GO:BP					1.0	29.0	8.0	3.26					0	1		False	True	False	False	False	False
GO:0099514	synaptic vesicle cytoskeletal transport	GO:BP					1.0	19.0	4.0	2.14					0	1		False	True	False	False	False	False
GO:0099517	synaptic vesicle transport along microtubule	GO:BP					1.0	19.0	4.0	2.14					0	1		False	True	False	False	False	False
GO:0099518	vesicle cytoskeletal trafficking	GO:BP					1.0	55.0	12.0	6.19					0	1		False	True	False	False	False	False
GO:0099563	modification of synaptic structure	GO:BP					1.0	42.0	4.0	4.73					0	1		False	True	False	False	False	False
GO:0099587	inorganic ion import across plasma membrane	GO:BP					1.0	134.0	20.0	15.08					0	1		False	True	False	False	False	False
GO:0099590	neurotransmitter receptor internalization	GO:BP					1.0	36.0	5.0	4.05					0	1		False	True	False	False	False	False
GO:0099622	cardiac muscle cell membrane repolarization	GO:BP					1.0	38.0	8.0	4.28					0	1		False	True	False	False	False	False
GO:0099625	ventricular cardiac muscle cell membrane repolarization	GO:BP					1.0	27.0	5.0	3.04					0	1		False	True	False	False	False	False
GO:0099628	neurotransmitter receptor diffusion trapping	GO:BP					1.0	11.0	0.0	1.24					0	1		False	True	False	False	False	False
GO:0099633	protein localization to postsynaptic specialization membrane	GO:BP					1.0	36.0	8.0	4.05					0	1		False	True	False	False	False	False
