ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0072659	protein localization to plasma membrane	55/1893	270/16780	0.203703703703704	1.80567783843008	4.75909652184873	9.12537225942505e-06	0.00231393368006849	0.00231393368006849	PIP5K1A/CD81/CLTC/STX7/NSF/ALDH7A1/ACSL3/FGF13/EMP2/SMURF1/RAB13/GPR158/ROCK1/BLOC1S6/DAB2/TMED2/PKP1/BSG/PRKCE/PREPL/RAB11A/EHD2/GGA3/STXBP1/EFR3A/AP2M1/ZDHHC5/EHD3/RACK1/OPTN/CNST/IKBKB/MRAP2/CAMK2A/EPB41L3/KCNB2/RAB34/TSPAN5/VPS35/CCDC88A/LGALS3/KIF13A/PRKCH/TNFRSF1A/DPP10/PPFIA1/CAMK2D/EGFR/CLIP3/ATP1B1/VAMP4/ATP2C1/PRPH2/TMBIM1/C2CD5	55
GO:0051648	vesicle localization	45/1893	207/16780	0.217391304347826	1.9270079698661	4.78545046725492	1.04950316769348e-05	0.00247255119358955	0.00247255119358955	KIFAP3/EXOC6B/BORCS5/PAFAH1B1/AP1AR/MAP2K1/EXOC4/DYNC1I1/ATP9A/BLOC1S6/MAP2/UNC13A/CDH2/PEF1/TMED2/RAB11A/SYT4/SYN2/DNM3/STXBP1/TRAPPC10/KLHL12/LIN7A/SAR1B/SYT11/AP3M2/SNAP25/MKKS/MX2/BSN/OPN3/CLASP2/SNCA/CADPS/KIF13A/EXOC8/STAM/BICDL2/BBS7/NDEL1/TRAPPC6B/SPG11/PDCD6IP/SYNJ1/PRKN	45
GO:0051932	synaptic transmission, GABAergic	18/1893	53/16780	0.339622641509434	3.01049546990402	5.22741229554133	1.06795638408563e-05	0.00247255119358955	0.00247255119358955	SLC38A1/GABRA4/GABRD/CRH/TAC1/PLCL2/GABRA3/NALCN/STXBP1/GABBR2/GABRA1/TACR1/KCNK2/GABRG2/GABRA5/NPY5R/EZH2/PNOC	18
GO:0023061	signal release	77/1893	424/16780	0.181603773584906	1.60977882765701	4.5349391930606	1.51457230119509e-05	0.0033604572932766	0.0033604572932766	NAPB/STX1B/PRKACB/RAB11FIP1/VPS18/GLUD1/CRH/OSBP/EFNA5/SYT13/OXCT1/TM7SF3/TRPM4/CRHBP/GPR158/C2CD2L/TAC1/BLOC1S6/DAB2/UNC13A/DNAJC5/NIBAN2/PTPRN2/EPHA5/NR0B2/OTOF/PREPL/SELENOT/SYT4/HTR2C/SYN2/STXBP1/EFR3A/RPH3A/LIN7A/SYT11/NOS2/SYT7/LRRC8A/SLC9B2/NMU/GRM5/RAC1/SCG5/SNAP25/GNRHR/CHRNB2/CALM3/RAP1B/TACR1/CAMK2A/PPP3CB/VPS35/SNCA/CACNA2D1/HTR1B/CADPS/CPT1A/PRKACA/FBXO45/ACSL4/SV2B/KCNA2/OPRK1/SV2A/NPY/KISS1R/FGF20/GRP/ITSN1/RIMS3/SLC32A1/CCN3/PNOC/SYNJ1/ENSA/PRKN	77
GO:0001508	action potential	36/1893	155/16780	0.232258064516129	2.05879045038597	4.72225883169516	1.737787199471e-05	0.00360108126819217	0.00360108126819217	KCNS2/KCNA3/YWHAH/FGF13/TRPM4/KCNC1/GPD1L/TAC1/NALCN/HCN1/SNTA1/KCND2/ATP1A1/CNTNAP1/DMD/KCNC2/CHRNB2/CALM3/TACR1/KCNB2/KCNK2/KCNG3/SLC8A2/KCNF1/KCNE4/KCNS3/KCNV1/CACNA2D1/KCNA4/KCNA2/CAMK2D/ATP1B1/KCNJ3/AKAP9/AKAP6/SCN8A	36
GO:0007416	synapse assembly	53/1893	263/16780	0.201520912547529	1.78632906103937	4.58322698451918	1.80700539274508e-05	0.00360108126819217	0.00360108126819217	CLSTN2/PCDHB2/PCDHB3/PDLIM5/CRTAC1/FGF13/ARMCX5-GPRASP2/GABRA4/SLITRK1/ARHGEF9/EFNA5/CRMP1/GPRASP3/CDH2/CBLN4/CC2D1A/GABRA3/AMIGO1/APP/DNM3/FLRT3/PTPRS/VSTM5/LIN7A/ELMO1/LGI2/MARK1/ROBO2/NPTX1/RAC1/GABRA1/CHRNB2/BSN/GABRG2/RAP2A/GABRA5/AMIGO2/OPCML/VPS35/CLSTN3/SNCA/NRG3/FBXO45/CPEB3/PRICKLE1/IL1RAPL2/CLSTN1/C1QL3/WNT5A/VLDLR/DNER/LRRTM2/NTM	53
GO:0016079	synaptic vesicle exocytosis	26/1893	97/16780	0.268041237113402	2.37598096078335	4.8463632945688	1.82590036133688e-05	0.00360108126819217	0.00360108126819217	NAPB/STX1B/VPS18/SYT13/BLOC1S6/UNC13A/DNAJC5/OTOF/PREPL/SYT4/STXBP1/EFR3A/RPH3A/SYT11/SYT7/SNAP25/CALM3/RAP1B/SNCA/CADPS/FBXO45/SV2B/SV2A/NPY/RIMS3/SYNJ1	26
GO:0006813	potassium ion transport	46/1893	218/16780	0.211009174311927	1.87043525882416	4.61278360228698	1.89361183686375e-05	0.00360124393974982	0.00360124393974982	KCNK1/STK39/KCNS2/LRRC55/CAB39/KCNA3/CHP1/KCNC1/FXYD2/NALCN/RGS4/AMIGO1/HCN1/ATP1A3/KCNK6/PKD2L1/KCNH7/KCND2/ABCC9/ATP1A1/SLC17A7/SNAP25/SLC24A2/KCNC2/KCNB2/KCNK2/KCNG3/NPPA/KCNF1/KCNE4/KCNS3/KCNV1/KCNAB1/SLC9A6/DPP10/KCNA4/KCNA2/OPRK1/SLC9A4/KCNN3/ATP1B1/KCNQ3/KCNJ3/SLC17A6/AKAP6/SLC9A7	46
GO:0034329	cell junction assembly	85/1893	485/16780	0.175257731958763	1.55352601281988	4.41099405021732	2.2262978274878e-05	0.00408794342461122	0.00408794342461122	CLSTN2/PIP5K1A/PCDHB2/PCDHB3/PDLIM5/TLN2/AFDN/CRTAC1/ABI2/PATJ/FGF13/FAM107A/PTPRO/ARMCX5-GPRASP2/GABRA4/SLITRK1/ARHGEF9/EFNA5/CDH13/MPP7/RAB13/ROCK1/CRMP1/GPRASP3/CDH2/CBLN4/CC2D1A/GABRA3/PKP1/GDF2/OPHN1/AMIGO1/APP/DNM3/FLRT3/FERMT2/PTPRS/VSTM5/CNTNAP1/LIN7A/FER/ELMO1/LGI2/MARK1/ROBO2/NPTX1/RAC1/GABRA1/IKBKB/SLC39A9/RHOC/ITGB4/CHRNB2/RAP1B/EPB41L3/BSN/CLASP2/GABRG2/THY1/RAP2A/GABRA5/AMIGO2/OPCML/VPS35/CLSTN3/SNCA/PRKCH/PRKACA/NRG3/FBXO45/CPEB3/VMP1/PRICKLE1/ANKRD28/IL1RAPL2/FRMPD2/CLSTN1/C1QL3/WNT5A/VLDLR/DNER/LRRTM2/PDCD6IP/NTM/CDC42	85
GO:0051260	protein homooligomerization	44/1893	207/16780	0.21256038647343	1.88418557053574	4.56439037117609	2.35760969003707e-05	0.00418475719981579	0.00418475719981579	RYR3/CRTC3/TP53BP1/KCNS2/KCNA3/SCARA5/GLS/ATL1/ELAVL1/TRPM4/KCNC1/ACACB/CARD11/RYR1/GSDMD/ALAD/APP/HCN1/PKD2L1/KCND2/VSTM5/EHD3/TSPYL5/MOSPD2/KCTD8/ALS2/ALDH9A1/KCNC2/KCNB2/KCNG3/KCNF1/VPS35/KCNS3/KCNV1/KCTD2/HPRT1/KCNA4/KCNA2/MPP2/CARD8/G3BP2/TGM2/PDCD6IP/STEAP4	44
GO:0051650	establishment of vesicle localization	41/1893	189/16780	0.216931216931217	1.92292964612035	4.55006883390792	2.68052326561096e-05	0.00459158200928878	0.00459158200928878	KIFAP3/EXOC6B/BORCS5/PAFAH1B1/AP1AR/MAP2K1/EXOC4/DYNC1I1/ATP9A/BLOC1S6/MAP2/UNC13A/PEF1/TMED2/RAB11A/SYT4/DNM3/STXBP1/TRAPPC10/KLHL12/LIN7A/SAR1B/SYT11/AP3M2/SNAP25/MKKS/MX2/CLASP2/SNCA/CADPS/KIF13A/EXOC8/STAM/BICDL2/BBS7/NDEL1/TRAPPC6B/SPG11/PDCD6IP/SYNJ1/PRKN	41
GO:0050803	regulation of synapse structure or activity	59/1893	307/16780	0.192182410423453	1.70355036814873	4.43642131255069	2.75926055018293e-05	0.00459158200928878	0.00459158200928878	CLSTN2/PDLIM5/STX1B/YWHAZ/CRTAC1/ABI2/IL10RA/PTPRO/ARMCX5-GPRASP2/SLITRK1/PLPPR4/CDK5R1/EFNA5/PAFAH1B1/GPR158/ROCK1/CACNA2D3/CRMP1/GPRASP3/CDH2/CC2D1A/AMIGO1/APP/SEMA7A/PTPRS/VSTM5/CNTNAP1/LIN7A/ELMO1/FRMPD4/MARK1/ROBO2/PPT1/GRM5/SLC17A7/RAC1/NGEF/CHRNB2/RAP2A/AMIGO2/OPCML/VPS35/CLSTN3/SNCA/NEFL/LRFN2/CPEB3/PRICKLE1/IL1RAPL2/CLSTN1/WNT5A/ITSN1/CAMKV/MAPK14/VLDLR/SLC17A6/LRRTM2/NTM/CDC42	59
GO:1900242	regulation of synaptic vesicle endocytosis	10/1893	21/16780	0.476190476190476	4.22106507684955	5.26671534030639	3.5483064342301e-05	0.00561511579499305	0.00561511579499305	ROCK1/OPHN1/AP2M1/SYT11/SYT7/SLC17A7/RAC1/CALM3/PPP3CB/PRKN	10
GO:0006836	neurotransmitter transport	43/1893	204/16780	0.21078431372549	1.86844204137017	4.45011059243541	3.58523825408007e-05	0.00561511579499305	0.00561511579499305	SLC38A1/NAPB/STX1B/VPS18/SLC6A17/CRH/SYT13/GPR158/BLOC1S6/UNC13A/DNAJC5/PTPRN2/OTOF/PREPL/APP/SYT4/SYN2/STXBP1/EFR3A/RPH3A/LIN7A/SYT11/SYT7/SLC17A7/SNAP25/CALM3/RAP1B/CAMK2A/SNCA/CADPS/RAB3B/FBXO45/SV2B/SLC25A18/SV2A/NPY/RIMS3/SLC29A1/SLC32A1/SLC17A6/PNOC/SYNJ1/PRKN	43
GO:0036465	synaptic vesicle recycling	23/1893	84/16780	0.273809523809524	2.42711241918849	4.67569700654166	3.77699611463982e-05	0.00574642980298772	0.00574642980298772	DNAJC6/STX1B/ROCK1/EPS15L1/SH3GL2/OPHN1/DNM3/AP2M1/SYT11/SYT7/AP3M2/SLC17A7/RAC1/MX2/AP2A2/CALM3/RAB27B/PPP3CB/SNCA/AMPH/ITSN1/SYNJ1/PRKN	23
GO:0048588	developmental cell growth	38/1893	173/16780	0.219653179190751	1.94705776377222	4.46486854859929	3.8964504828449e-05	0.00576349967254142	0.00576349967254142	DCLK1/PDLIM5/FGF13/SMURF1/EFNA5/SLIT2/PAFAH1B1/TRPC5/MAP2/UNC13A/CDH2/ISLR2/BSG/SH3GL2/C9orf72/RGS4/APP/CPNE5/SYT4/SEMA7A/FLRT3/PTPRS/TOMM70/OSTN/GDI1/GSK3B/PPARA/CLASP2/NPPA/PPP3CB/PRKG1/CLSTN3/PAK1/SLC9A6/PRICKLE1/TNN/AKAP6/PRKN	38
GO:0010975	regulation of neuron projection development	68/1893	374/16780	0.181818181818182	1.61167939297892	4.26592334224636	4.50152260032634e-05	0.00647854266128047	0.00647854266128047	RET/PDLIM5/STX1B/INPP5F/ABI2/YWHAH/FGF13/PLPPR5/PTPRO/ARMCX5-GPRASP2/SLITRK1/TUBB2B/CDK5R1/BAG5/SMURF1/EFNA5/SLIT2/ATP8A2/PAFAH1B1/ENC1/CFLAR/CRMP1/MINAR1/TRPC5/DAB2/MAP2/KANK1/GPRASP3/STK24/CDH2/ISLR2/TSKU/NDRG4/AMIGO1/TBR1/SEMA7A/GORASP1/PTPRS/TIAM1/MARK1/ROBO2/GDI1/GRM5/NGEF/PTN/SNAP25/DMD/GSK3B/CHRNB2/THY1/RAP2A/APBB1/KREMEN1/RTCA/CCDC88A/EZH2/PAK1/TNN/ROBO3/WNT5A/SPOCK1/ATOH7/NDEL1/TENM3/NPTN/VLDLR/CUX1/THOC2	68
GO:0110075	regulation of ferroptosis	12/1893	30/16780	0.4	3.54569466455362	4.97638856916393	5.04178502661535e-05	0.00706513296492809	0.00706513296492809	ALDH7A1/SMURF2/SLC7A11/NQO1/HSPA8/ADGRG1/SC5D/CAMK2A/FTH1/ACSL4/ACLY/SLC25A1	12
GO:0043648	dicarboxylic acid metabolic process	23/1893	86/16780	0.267441860465116	2.37066794432364	4.5441852423922	5.65629056182498e-05	0.00772301211326103	0.00772301211326103	MDH2/GLUD1/GLS/BLOC1S6/DLD/GAD1/HAAO/IDH2/GOT1/ADHFE1/GLUD2/GPT2/L2HGDH/DGLUCY/ME3/ALDH1L1/KYNU/SLC46A1/ACLY/GOT2/GAD2/SUCLA2/AASDHPPT	23
GO:0014059	regulation of dopamine secretion	10/1893	22/16780	0.454545454545455	4.02919848244729	5.06970545262462	5.84830373346209e-05	0.0077645352003627	0.0077645352003627	SYT4/SYT11/GRM5/CHRNB2/SNCA/KCNA2/OPRK1/FGF20/PNOC/PRKN	10
GO:0060078	regulation of postsynaptic membrane potential	32/1893	139/16780	0.23021582733813	2.04068757672151	4.39331972005553	5.97832757211025e-05	0.0077645352003627	0.0077645352003627	KCNK1/STX1B/GABRA4/GABRD/CRH/RGS7/MTMR2/RGS7BP/GLRB/GABRA3/RGS4/APP/HCN1/ELOVL4/KCND2/GRM5/SLC17A7/GABRA1/GLRA2/TMEM25/GSK3B/CHRNB2/GABRG2/SLC8A2/GABRA5/GRIN2C/KCNA2/MPP2/P2RX5/SLC29A1/PNOC/PRKN	32
GO:0006887	exocytosis	63/1893	343/16780	0.183673469387755	1.62812510107054	4.19118355356408	6.21539931277988e-05	0.00782522098669597	0.00782522098669598	EXOC6B/NAPB/STX1B/NSF/RAB11FIP1/VPS18/SYT13/CRHBP/RAB13/EXOC4/CCL3/TAC1/ATP9A/STXBP5L/BLOC1S6/UNC13A/DNAJC5/OTOF/SYTL4/C9orf72/PREPL/RAB11A/SYT4/SYN2/STXBP1/EFR3A/RPH3A/LIN7A/SYT11/SYT7/SCAMP1/RASEF/SYTL5/ITGAM/SNAP25/SMCR8/NKG7/CALM3/RAP1B/CLASP2/RAB27B/PPP3CB/SNCA/CADPS/RAB3B/TMEM167A/EXOC8/STAM/FBXO45/PAK1/SYT6/WDR41/SV2B/SV2A/NPY/RAB3C/GRP/ITSN1/RIMS3/GNAI2/PDCD6IP/SYNJ1/PRKN	63
GO:0007626	locomotory behavior	22/1893	81/16780	0.271604938271605	2.40757045124011	4.52816421364244	6.31895779207375e-05	0.00782522098669597	0.00782522098669598	INPP5F/ANKH/PAFAH1B1/GRM6/BLOC1S6/GPR52/APP/HTR2C/CNTN1/KCND2/PENK/CHRNB2/VPS35/OTOP1/HPGDS/SEZ6L2/NCOA2/OPRK1/SEZ6L/ZFHX3/PNOC/PRKN	22
GO:0110020	regulation of actomyosin structure organization	24/1893	93/16780	0.258064516129032	2.2875449448733	4.43986218034743	7.33934691326004e-05	0.00873936368104356	0.00873936368104356	WASF2/CGNL1/PXN/S1PR1/PPM1E/ROCK1/TAC1/CD47/ASAP3/FERMT2/RAC1/RHOC/TACR1/CLASP2/PTGER4/CCDC88A/CARMIL1/MYLK3/PFN2/PAK1/PPFIA1/AKAP13/TMEFF2/CDC42	24
GO:0097707	ferroptosis	12/1893	31/16780	0.387096774193548	3.43131741730995	4.83150926533813	7.38537775862836e-05	0.00873936368104356	0.00873936368104356	ALDH7A1/SMURF2/SLC7A11/NQO1/HSPA8/ADGRG1/SC5D/CAMK2A/FTH1/ACSL4/ACLY/SLC25A1	12
GO:0042053	regulation of dopamine metabolic process	8/1893	15/16780	0.533333333333333	4.72759288607149	5.15023534140667	8.00076477923525e-05	0.00895583973754499	0.00895583973754499	ITGAM/CHRNB2/VPS35/SNCA/HPRT1/NPY/ALDH2/PRKN	8
GO:0042069	regulation of catecholamine metabolic process	8/1893	15/16780	0.533333333333333	4.72759288607149	5.15023534140667	8.00076477923525e-05	0.00895583973754499	0.00895583973754499	ITGAM/CHRNB2/VPS35/SNCA/HPRT1/NPY/ALDH2/PRKN	8
GO:0007411	axon guidance	39/1893	185/16780	0.210810810810811	1.86867691780529	4.23652981737746	8.07286962257577e-05	0.00895583973754499	0.00895583973754499	RET/EMB/PTPRO/NTN4/TUBB2B/CDK5R1/EFNA5/SLIT2/SMO/SEMA4B/ECE1/EPHA5/BSG/PRKCQ/OPHN1/APP/BOC/SEMA7A/FLRT3/CNTN1/SEMA4F/SHH/UNC5D/LGR6/ROBO2/RAC1/ARHGEF40/CNTN6/NFIB/PALLD/TENM1/ROBO3/NOTCH2/NELL2/WNT5A/ATOH7/TENM3/NPTN/WNT7B	39
GO:0016082	synaptic vesicle priming	11/1893	27/16780	0.407407407407407	3.61135567686017	4.84235211314827	8.51878860155293e-05	0.00925766312311619	0.00925766312311619	NAPB/STX1B/UNC13A/STXBP1/EFR3A/RPH3A/SNAP25/SNCA/SV2A/RIMS3/SYNJ1	11
GO:0097485	neuron projection guidance	39/1893	186/16780	0.209677419354839	1.85863026770956	4.19896130865704	9.12291535448432e-05	0.00953598658365678	0.00953598658365678	RET/EMB/PTPRO/NTN4/TUBB2B/CDK5R1/EFNA5/SLIT2/SMO/SEMA4B/ECE1/EPHA5/BSG/PRKCQ/OPHN1/APP/BOC/SEMA7A/FLRT3/CNTN1/SEMA4F/SHH/UNC5D/LGR6/ROBO2/RAC1/ARHGEF40/CNTN6/NFIB/PALLD/TENM1/ROBO3/NOTCH2/NELL2/WNT5A/ATOH7/TENM3/NPTN/WNT7B	39
GO:0014046	dopamine secretion	10/1893	23/16780	0.434782608695652	3.85401593973219	4.88401430533318	9.30325115776307e-05	0.00953598658365678	0.00953598658365678	SYT4/SYT11/GRM5/CHRNB2/SNCA/KCNA2/OPRK1/FGF20/PNOC/PRKN	10
GO:0110076	negative regulation of ferroptosis	9/1893	19/16780	0.473684210526316	4.19884894486613	4.97479649525566	9.3121371333362e-05	0.00953598658365678	0.00953598658365678	ALDH7A1/SLC7A11/NQO1/ADGRG1/SC5D/CAMK2A/FTH1/ACLY/SLC25A1	9
GO:0021543	pallium development	29/1893	124/16780	0.233870967741935	2.07308760629143	4.27676527604759	9.65262821459882e-05	0.00969815947976202	0.00969815947976202	HTR6/PAX6/FGF13/TUBB2B/CDK5R1/SLIT2/RAN/NOTCH2NLA/PAFAH1B1/PHLPP2/BLOC1S6/AKIRIN2/EPHA5/TSKU/TBR1/LHX6/ADGRG1/MKKS/SLC2A1/HTR5A/GSK3B/NEFL/EZH2/KCNA2/NPY/NDEL1/BTBD3/SLC32A1/EFHC1	29
GO:0051492	regulation of stress fiber assembly	22/1893	84/16780	0.261904761904762	2.32158579226725	4.32995652599378	0.000114063810670149	0.0112479591077508	0.0112479591077508	WASF2/CGNL1/PXN/S1PR1/PPM1E/ROCK1/TAC1/CD47/ASAP3/FERMT2/RAC1/RHOC/TACR1/CLASP2/PTGER4/CCDC88A/CARMIL1/PFN2/PAK1/PPFIA1/TMEFF2/CDC42	22
GO:0016049	cell growth	72/1893	414/16780	0.173913043478261	1.54160637589288	3.97894022874605	0.00011777023118057	0.0114022996552098	0.0114022996552098	DCLK1/PDLIM5/IL17RA/NDRG3/FGF13/FAM107A/KAZALD1/TEAD1/SMURF1/EFNA5/EXTL3/SLIT2/PAFAH1B1/IGFBP7/MINAR1/TRPC5/DAB2/MAP2/UNC13A/CDH2/ISLR2/GDF2/BSG/SH3GL2/PRKCQ/C9orf72/RGS4/APP/CPNE5/SYT4/SGK3/SEMA7A/FLRT3/PTPRS/TOMM70/H3-3A/OSTN/TRIM32/KAT7/GDI1/PPT1/RERG/RACK1/TRAF3IP2/ERBB2/GSK3B/PPARA/CLASP2/NPPA/PPP3CB/PRKG1/CLSTN3/CHPT1/BCL6/TP53/NRG3/TMEM196/CRLF3/PAK1/SLC9A6/PRICKLE1/ACSL4/TNN/MEAF6/CAMK2D/EGFR/SPOCK1/SOCS2/CCN3/AKAP6/CDC42/PRKN	72
GO:0032231	regulation of actin filament bundle assembly	24/1893	97/16780	0.247422680412371	2.19321319456925	4.20263418867615	0.000149601422754171	0.0139868305017663	0.0139868305017663	WASF2/CGNL1/PXN/S1PR1/PPM1E/ROCK1/TAC1/CD47/SYNPO2/ASAP3/FERMT2/RAC1/RHOC/TACR1/CLASP2/PTGER4/CCDC88A/CARMIL1/PFN2/PAK1/PPFIA1/TMEFF2/CDC42/PRKN	24
GO:0032228	regulation of synaptic transmission, GABAergic	12/1893	33/16780	0.363636363636364	3.22335878595783	4.55882331343678	0.00014971818565271	0.0139868305017663	0.0139868305017663	SLC38A1/GABRA4/CRH/TAC1/PLCL2/NALCN/STXBP1/TACR1/KCNK2/GABRG2/NPY5R/PNOC	12
GO:1904862	inhibitory synapse assembly	11/1893	29/16780	0.379310344827586	3.36229666466291	4.54012506366462	0.000182519937932314	0.0167572184394754	0.0167572184394754	CLSTN2/FGF13/GABRA4/CBLN4/GABRA3/LGI2/GABRA1/GABRG2/GABRA5/CLSTN3/WNT5A	11
GO:0006865	amino acid transport	31/1893	141/16780	0.219858156028369	1.94887472697096	4.03468445228065	0.000189888319524832	0.0171382254486395	0.0171382254486395	SFXN5/KCNK1/SLC38A1/SLC22A15/SLC6A17/SLC7A11/CRH/SLC25A12/SLC25A44/RGS4/LRRC8B/SFXN3/SLC36A4/SYT4/STXBP1/XK/SLC7A3/LRRC8A/SLC17A7/ARL6IP1/KCNK2/SLC25A26/NPY5R/SLC7A4/SLC36A1/SLC16A10/TTYH1/SLC25A18/SLC32A1/SLC17A6/PNOC	31
GO:1904262	negative regulation of TORC1 signaling	15/1893	49/16780	0.306122448979592	2.71354183511757	4.28337948353293	0.000217072384822942	0.0192651741530361	0.0192651741530361	UBE3A/YWHAZ/PRKACB/TBC1D7-LOC100130357/UBE2N/SZT2/YWHAG/TBC1D7/SAR1B/MIOS/USP7/PRKACA/CASTOR1/ATXN3/SEH1L	15
GO:0050807	regulation of synapse organization	55/1893	302/16780	0.182119205298013	1.61434773634478	3.84167157684293	0.000221345040842677	0.0193223334833976	0.0193223334833976	CLSTN2/PDLIM5/YWHAZ/CRTAC1/ABI2/IL10RA/PTPRO/ARMCX5-GPRASP2/SLITRK1/PLPPR4/CDK5R1/EFNA5/PAFAH1B1/GPR158/ROCK1/CACNA2D3/CRMP1/GPRASP3/CDH2/CC2D1A/AMIGO1/APP/SEMA7A/PTPRS/VSTM5/CNTNAP1/LIN7A/ELMO1/FRMPD4/MARK1/ROBO2/GRM5/RAC1/NGEF/CHRNB2/RAP2A/AMIGO2/OPCML/VPS35/CLSTN3/SNCA/NEFL/LRFN2/CPEB3/PRICKLE1/IL1RAPL2/CLSTN1/WNT5A/ITSN1/CAMKV/MAPK14/VLDLR/LRRTM2/NTM/CDC42	55
GO:0033238	regulation of amine metabolic process	8/1893	17/16780	0.470588235294118	4.17140548771014	4.66503720105376	0.000245454916462384	0.0207467846057492	0.0207467846057492	ITGAM/CHRNB2/VPS35/SNCA/HPRT1/NPY/ALDH2/PRKN	8
GO:0043649	dicarboxylic acid catabolic process	8/1893	17/16780	0.470588235294118	4.17140548771014	4.66503720105376	0.000245454916462384	0.0207467846057492	0.0207467846057492	GLUD1/GAD1/GOT1/GLUD2/ALDH1L1/GOT2/GAD2/AASDHPPT	8
GO:1904375	regulation of protein localization to cell periphery	32/1893	150/16780	0.213333333333333	1.8910371544286	3.90885957118721	0.000270071043926411	0.0224707548266897	0.0224707548266897	CLTC/STX7/ALDH7A1/ACSL3/LZTFL1/MAP2K1/DAB2/PKP1/PRKCE/NETO1/RAB11A/GPSM2/AP2M1/ZDHHC5/RACK1/CNST/MRAP2/CAMK2A/EPB41L3/NETO2/VPS35/SNCA/LGALS3/PRKCH/DPP10/PPFIA1/CAMK2D/EGFR/CLIP3/VAMP4/ATP2C1/TMBIM1	32
GO:0006163	purine nucleotide metabolic process	70/1893	413/16780	0.169491525423729	1.50241299345492	3.68643089461346	0.000316845479559402	0.0259569565946741	0.0259569565946741	NMNAT3/MDH2/DNM1L/PGK1/HK1/NDUFA9/GDA/DHTKD1/RAN/PPP2CA/SLC25A12/MAP2K1/PAPSS2/GPD1L/ADPGK/ATP5F1A/NUDT10/CARD11/NT5C1A/DCK/ATP6V1A/ENTPD1/ABCC6/APP/ATP6V1B2/PGAM1/SULT1B1/HAAO/GUCY1B1/HSPA8/SULT1A3/IDH2/GOT1/NUDT4B/TPI1/PKM/ATP5F1B/ADSS2/GUCY1A1/PARP14/PPARA/ENTPD4/NUDT18/GUCA1A/NPPA/ALDH1L1/ALDOC/PGAM4/KYNU/MPP1/GNAI3/NPPC/PRKACA/TP53/AK5/OPA1/HPRT1/PRPS1/PRPS2/SLC25A18/STAT3/NMNAT2/GOT2/ATP1B1/ZBTB20/NDUFS1/ENO2/NDUFS2/PKLR/PRKN	70
GO:0030705	cytoskeleton-dependent intracellular transport	41/1893	211/16780	0.194312796208531	1.72243461192771	3.76570567983188	0.000343522538198473	0.0277160229682859	0.0277160229682859	KIFAP3/SYBU/ACTR10/BORCS5/PURA/PAFAH1B1/MAP2K1/DYNC1I1/BLOC1S6/MAP2/DYNC1H1/DYNC2H1/NETO1/APP/SYT4/RAB6A/INTU/ATG16L1/TUB/ARMCX3/AP3M2/ATG5/FHIP2A/RAB27B/CCDC88A/MYO10/WDPCP/KIF13A/NEFL/OPA1/WDR19/CCDC88C/PRICKLE1/IFT57/BICDL2/HOOK2/CLIP3/NDEL1/SPG11/GPR45/CDC42	41
GO:0006536	glutamate metabolic process	9/1893	22/16780	0.409090909090909	3.62627863420256	4.39537362410519	0.000365797309821011	0.0290726966387595	0.0290726966387595	GLUD1/GLS/BLOC1S6/GAD1/GOT1/GLUD2/DGLUCY/GOT2/GAD2	9
