Gene	symbol	log2FC	t	pvalue	padj	significant
ENSG00000088280	ASAP3	0.22039049589472492	4.236322841423635	7.33424788547702e-05	0.013252960602504167	Up
ENSG00000240207	LOC100287290	-0.13304277414393373	-4.249506736629123	7.362766097461984e-05	0.013252960602504167	Down
ENSG00000109436	TBC1D9	-0.34445441541862065	-4.237729488980963	7.375189271868624e-05	0.013252960602504167	Down
ENSG00000188167	TMPPE	-0.16227811293250527	-4.23342284708392	7.386751877579695e-05	0.013252960602504167	Down
ENSG00000104313	EYA1	0.10775095435001014	4.344217498711897	7.447617844742167e-05	0.013252960602504167	Up
ENSG00000177272	KCNA3	-0.23147287948061201	-4.254001301696356	7.48243400409735e-05	0.013252960602504167	Down
ENSG00000112130	RNF8	-0.10402020106473575	-4.2425195078459135	7.488699892176581e-05	0.013252960602504167	Down
ENSG00000166313	APBB1	-0.19975042628120132	-4.230342192405573	7.524505449067987e-05	0.013252960602504167	Down
ENSG00000116675	DNAJC6	-0.5545172022591789	-4.230289150739857	7.57374798768682e-05	0.013272993348421153	Down
ENSG00000115828	QPCT	-0.11961269519229245	-4.229737057718017	7.729501190099786e-05	0.01343885158978652	Down
ENSG00000235296		-0.11205877710838963	-4.235947859373333	7.787329259549596e-05	0.01343885158978652	Down
ENSG00000015676	NUDCD3	-0.35716749954612403	-4.255734143819682	7.817728424759934e-05	0.01343885158978652	Down
ENSG00000113552	GNPDA1	-0.12184340744987221	-4.218174768644517	7.821756702757347e-05	0.01343885158978652	Down
ENSG00000077942	FBLN1	0.1995303283292178	4.230700737178463	7.891282296774886e-05	0.013492168024485841	Up
ENSG00000138663	COPS4	-0.1798096479059299	-4.245223326814624	7.96505716497365e-05	0.013552196778268273	Down
ENSG00000249951		0.19555834337533445	4.36708497266124	8.155758248836076e-05	0.013809629305396351	Up
ENSG00000051382	PIK3CB	-0.24984759140523982	-4.204332388167089	8.322113489317453e-05	0.014023561432720034	Down
ENSG00000087495	PHACTR3	0.22287241094446486	4.205601970456575	8.390335171714045e-05	0.014052018804327755	Up
ENSG00000145029	NICN1	-0.20819782130356002	-4.200684244560227	8.432241129963828e-05	0.014052018804327755	Down
ENSG00000089335	ZNF302	0.10395115844629332	4.19817483413676	8.489108694934707e-05	0.014052018804327755	Up
